,genes,Tech,organ,cell_type,regulate,logFC,FDR
310,Olfr1033,ST,Heart,Cardiomyocytes,Up,0.706866155705602,0.0084559874389581
311,Qsox1,ST,Heart,Cardiomyocytes,Up,0.482546382045176,0.0087724662047645
312,Fam124a,ST,Heart,Cardiomyocytes,Up,0.715398169075478,0.0087724662047645
313,Nrep,ST,Heart,Cardiomyocytes,Down,-0.664057196753282,0.0092110426185174
314,Acsl6,ST,Heart,Cardiomyocytes,Up,0.747886451865347,0.0097033806975329
315,Man2a1,ST,Heart,Cardiomyocytes,Up,0.559393047883681,0.0104071224022625
316,Abat,ST,Heart,Cardiomyocytes,Up,0.625112679946825,0.0105654944957034
317,Fstl3,ST,Heart,Cardiomyocytes,Up,0.635834773017473,0.0111544219801128
318,Ugp2,ST,Heart,Cardiomyocytes,Up,0.48267181543894,0.0114633768377797
319,Bdh1,ST,Heart,Cardiomyocytes,Up,0.992936831967084,0.0116986181712006
320,Prkcz,ST,Heart,Cardiomyocytes,Up,1.03469034289692,0.0118483280639653
321,Trim54,ST,Heart,Cardiomyocytes,Up,0.518536493391826,0.011899257057284
322,Lgals3bp,ST,Heart,Cardiomyocytes,Up,0.566958607059142,0.0129405802924109
323,C5ar1,ST,Heart,Cardiomyocytes,Up,0.651157422044536,0.0129714219912092
324,Cyb561,ST,Heart,Cardiomyocytes,Up,0.626316535926148,0.0136690992153798
325,Adamts7,ST,Heart,Cardiomyocytes,Down,-0.544914352829676,0.0158796299910352
326,Clec4a1,ST,Heart,Cardiomyocytes,Up,0.710658218838218,0.0159824387304054
327,Pfkfb1,ST,Heart,Cardiomyocytes,Up,0.583907281938872,0.0164621507850199
328,Creld2,ST,Heart,Cardiomyocytes,Down,-0.551278409094765,0.0168188661751474
329,Thy1,ST,Heart,Cardiomyocytes,Up,0.995231738824569,0.017319159981782
330,Gm31659,ST,Heart,Cardiomyocytes,Down,-0.731009370151635,0.018119755679375
331,Fbxw7,ST,Heart,Cardiomyocytes,Down,-0.490298672808349,0.0202750367141149
332,Acot1,ST,Heart,Cardiomyocytes,Down,-1.38531810633486,0.024119736790857
333,Six5,ST,Heart,Cardiomyocytes,Down,-0.608960706894579,0.0251635436637145
334,Ppp1r1b,ST,Heart,Cardiomyocytes,Down,-0.966954006694866,0.025215629178881
335,Pde1c,ST,Heart,Cardiomyocytes,Down,-0.546175191372067,0.025215629178881
336,Ms4a6c,ST,Heart,Cardiomyocytes,Up,0.780433490812008,0.0257561066833173
337,Lrrcc1,ST,Heart,Cardiomyocytes,Up,0.626345199143878,0.0270810807678405
338,Ccr2,ST,Heart,Cardiomyocytes,Up,0.757688594250853,0.0270810807678405
339,Epha4,ST,Heart,Cardiomyocytes,Down,-0.477667002511375,0.0277281332407593
340,Ppp1r3d,ST,Heart,Cardiomyocytes,Down,-0.606309544011703,0.0277281332407593
341,Mgat4a,ST,Heart,Cardiomyocytes,Up,0.578738362534035,0.0299372217421216
342,Epha2,ST,Heart,Cardiomyocytes,Up,0.657793933808584,0.030039663993629
343,Rasl10b,ST,Heart,Cardiomyocytes,Up,0.448088462586386,0.0354822689523066
344,Pced1b,ST,Heart,Cardiomyocytes,Up,0.644180651495759,0.0355533788413865
345,Abcd2,ST,Heart,Cardiomyocytes,Up,0.780825275123936,0.0390186579669711
